country_or_area,area,element,year,unit,value,value_footnotes,categgory
United States of America,51,Production Quantity,1987,tonnes,103800.00000,,apricots
United States of America,51,Production Quantity,1986,tonnes,49600.00000,,apricots
United States of America,51,Production Quantity,1985,tonnes,118840.00000,,apricots
United States of America,51,Production Quantity,1984,tonnes,115390.00000,,apricots
United States of America,51,Production Quantity,1983,tonnes,84370.00000,,apricots
United States of America,51,Production Quantity,1982,tonnes,107230.00000,,apricots
United States of America,51,Production Quantity,1981,tonnes,81100.00000,,apricots
United States of America,51,Production Quantity,1980,tonnes,117030.00000,,apricots
United States of America,51,Production Quantity,1979,tonnes,130820.00000,,apricots
United States of America,51,Production Quantity,1978,tonnes,114490.00000,,apricots
United States of America,51,Production Quantity,1977,tonnes,133718.00000,,apricots
United States of America,51,Production Quantity,1976,tonnes,140250.00000,,apricots
United States of America,51,Production Quantity,1975,tonnes,165651.00000,,apricots
United States of America,51,Production Quantity,1974,tonnes,84867.00000,,apricots
United States of America,51,Production Quantity,1973,tonnes,143244.00000,,apricots
United States of America,51,Production Quantity,1972,tonnes,115760.00000,,apricots
United States of America,51,Production Quantity,1971,tonnes,169144.00000,,apricots
United States of America,51,Production Quantity,1970,tonnes,158757.00000,,apricots
United States of America,51,Production Quantity,1969,tonnes,207381.00000,,apricots
United States of America,51,Production Quantity,1968,tonnes,135424.00000,,apricots
United States of America,51,Production Quantity,1967,tonnes,133832.00000,,apricots
United States of America,51,Production Quantity,1966,tonnes,175539.00000,,apricots
United States of America,51,Production Quantity,1965,tonnes,205023.00000,,apricots
United States of America,51,Production Quantity,1964,tonnes,199670.00000,,apricots
United States of America,51,Production Quantity,1963,tonnes,180075.00000,,apricots
United States of America,51,Production Quantity,1962,tonnes,150319.00000,,apricots
United States of America,51,Production Quantity,1961,tonnes,172183.00000,,apricots
United States of America,31,Area Harvested,2007,Ha,3880.00000,,artichokes
United States of America,31,Area Harvested,2006,Ha,3520.00000,,artichokes
United States of America,31,Area Harvested,2005,Ha,3200.00000,,artichokes
United States of America,31,Area Harvested,2004,Ha,3040.00000,,artichokes
United States of America,31,Area Harvested,2003,Ha,2910.00000,,artichokes
United States of America,31,Area Harvested,2002,Ha,3320.00000,,artichokes
United States of America,31,Area Harvested,2001,Ha,3240.00000,,artichokes
United States of America,31,Area Harvested,2000,Ha,3560.00000,,artichokes
United States of America,31,Area Harvested,1999,Ha,3970.00000,,artichokes
United States of America,31,Area Harvested,1998,Ha,3930.00000,,artichokes
United States of America,31,Area Harvested,1997,Ha,3764.00000,,artichokes
United States of America,31,Area Harvested,1996,Ha,3602.00000,,artichokes
United States of America,31,Area Harvested,1995,Ha,3602.00000,,artichokes
United States of America,31,Area Harvested,1994,Ha,3720.00000,,artichokes
United States of America,31,Area Harvested,1993,Ha,3720.00000,,artichokes
United States of America,31,Area Harvested,1992,Ha,3885.00000,,artichokes
United States of America,31,Area Harvested,1991,Ha,3966.00000,,artichokes
United States of America,31,Area Harvested,1990,Ha,4015.00000,,artichokes
United States of America,31,Area Harvested,1989,Ha,4616.00000,,artichokes
United States of America,31,Area Harvested,1988,Ha,4814.00000,,artichokes
United States of America,31,Area Harvested,1987,Ha,4502.00000,,artichokes
United States of America,31,Area Harvested,1986,Ha,5406.00000,,artichokes
United States of America,31,Area Harvested,1985,Ha,4869.00000,,artichokes
United States of America,31,Area Harvested,1984,Ha,5000.00000,,artichokes
United States of America,31,Area Harvested,1983,Ha,4791.00000,,artichokes
United States of America,31,Area Harvested,1982,Ha,4638.00000,,artichokes
United States of America,31,Area Harvested,1981,Ha,3937.00000,,artichokes
United States of America,31,Area Harvested,1980,Ha,3729.00000,,artichokes
United States of America,31,Area Harvested,1979,Ha,3925.00000,,artichokes
United States of America,31,Area Harvested,1978,Ha,4006.00000,,artichokes
United States of America,31,Area Harvested,1977,Ha,4371.00000,,artichokes
United States of America,31,Area Harvested,1976,Ha,4290.00000,,artichokes
United States of America,31,Area Harvested,1975,Ha,4128.00000,,artichokes
United States of America,31,Area Harvested,1974,Ha,4371.00000,,artichokes
United States of America,31,Area Harvested,1973,Ha,4856.00000,,artichokes
United States of America,31,Area Harvested,1972,Ha,4492.00000,,artichokes
United States of America,31,Area Harvested,1971,Ha,4451.00000,,artichokes
United States of America,31,Area Harvested,1970,Ha,4451.00000,,artichokes
United States of America,31,Area Harvested,1969,Ha,4087.00000,,artichokes
United States of America,31,Area Harvested,1968,Ha,3885.00000,,artichokes
United States of America,31,Area Harvested,1967,Ha,3885.00000,,artichokes
United States of America,31,Area Harvested,1966,Ha,3602.00000,,artichokes
United States of America,31,Area Harvested,1965,Ha,3723.00000,,artichokes
United States of America,31,Area Harvested,1964,Ha,3521.00000,,artichokes
United States of America,31,Area Harvested,1963,Ha,3237.00000,,artichokes
United States of America,31,Area Harvested,1962,Ha,3237.00000,,artichokes
United States of America,31,Area Harvested,1961,Ha,3440.00000,,artichokes
United States of America,41,Yield,2007,Hg/Ha,105438.00000,Fc,artichokes
United States of America,41,Yield,2006,Hg/Ha,96761.00000,Fc,artichokes
United States of America,41,Yield,2005,Hg/Ha,123187.00000,Fc,artichokes
United States of America,41,Yield,2004,Hg/Ha,123092.00000,Fc,artichokes
United States of America,41,Yield,2003,Hg/Ha,157113.00000,Fc,artichokes
United States of America,41,Yield,2002,Hg/Ha,128825.00000,Fc,artichokes
United States of America,41,Yield,2001,Hg/Ha,140000.00000,Fc,artichokes
United States of America,41,Yield,2000,Hg/Ha,128932.00000,Fc,artichokes
United States of America,41,Yield,1999,Hg/Ha,128539.00000,Fc,artichokes
United States of America,41,Yield,1998,Hg/Ha,100763.00000,Fc,artichokes
United States of America,41,Yield,1997,Hg/Ha,112061.00000,Fc,artichokes
United States of America,41,Yield,1996,Hg/Ha,112076.00000,Fc,artichokes
United States of America,41,Yield,1995,Hg/Ha,103134.00000,Fc,artichokes
United States of America,41,Yield,1994,Hg/Ha,145833.00000,Fc,artichokes
United States of America,41,Yield,1993,Hg/Ha,123387.00000,Fc,artichokes
United States of America,41,Yield,1992,Hg/Ha,128906.00000,Fc,artichokes
United States of America,41,Yield,1991,Hg/Ha,137967.00000,Fc,artichokes
United States of America,41,Yield,1990,Hg/Ha,125895.00000,Fc,artichokes
United States of America,41,Yield,1989,Hg/Ha,127365.00000,Fc,artichokes
United States of America,41,Yield,1988,Hg/Ha,117440.00000,Fc,artichokes
United States of America,41,Yield,1987,Hg/Ha,122574.00000,Fc,artichokes
United States of America,41,Yield,1986,Hg/Ha,88246.00000,Fc,artichokes
United States of America,41,Yield,1985,Hg/Ha,124641.00000,Fc,artichokes
United States of America,41,Yield,1984,Hg/Ha,99659.00000,Fc,artichokes
United States of America,41,Yield,1983,Hg/Ha,84485.00000,Fc,artichokes
United States of America,41,Yield,1982,Hg/Ha,113702.00000,Fc,artichokes
United States of America,41,Yield,1981,Hg/Ha,146492.00000,Fc,artichokes
United States of America,41,Yield,1980,Hg/Ha,114411.00000,Fc,artichokes
United States of America,41,Yield,1979,Hg/Ha,100886.00000,Fc,artichokes
United States of America,41,Yield,1978,Hg/Ha,59443.00000,Fc,artichokes
United States of America,41,Yield,1977,Hg/Ha,73989.00000,Fc,artichokes
United States of America,41,Yield,1976,Hg/Ha,85219.00000,Fc,artichokes
United States of America,41,Yield,1975,Hg/Ha,80654.00000,Fc,artichokes
United States of America,41,Yield,1974,Hg/Ha,72848.00000,Fc,artichokes
United States of America,41,Yield,1973,Hg/Ha,56044.00000,Fc,artichokes
United States of America,41,Yield,1972,Hg/Ha,71694.00000,Fc,artichokes
United States of America,41,Yield,1971,Hg/Ha,80709.00000,Fc,artichokes
United States of America,41,Yield,1970,Hg/Ha,68380.00000,Fc,artichokes
United States of America,41,Yield,1969,Hg/Ha,72916.00000,Fc,artichokes
United States of America,41,Yield,1968,Hg/Ha,67250.00000,Fc,artichokes
United States of America,41,Yield,1967,Hg/Ha,85230.00000,Fc,artichokes
United States of America,41,Yield,1966,Hg/Ha,84119.00000,Fc,artichokes
United States of America,41,Yield,1965,Hg/Ha,78460.00000,Fc,artichokes
United States of America,41,Yield,1964,Hg/Ha,72913.00000,Fc,artichokes
United States of America,41,Yield,1963,Hg/Ha,67259.00000,Fc,artichokes
United States of America,41,Yield,1962,Hg/Ha,61655.00000,Fc,artichokes
United States of America,41,Yield,1961,Hg/Ha,67247.00000,Fc,artichokes
United States of America,51,Production Quantity,2007,tonnes,40910.00000,,artichokes
United States of America,51,Production Quantity,2006,tonnes,34060.00000,,artichokes
United States of America,51,Production Quantity,2005,tonnes,39420.00000,,artichokes
United States of America,51,Production Quantity,2004,tonnes,37420.00000,,artichokes
United States of America,51,Production Quantity,2003,tonnes,45720.00000,,artichokes
United States of America,51,Production Quantity,2002,tonnes,42770.00000,,artichokes
United States of America,51,Production Quantity,2001,tonnes,45360.00000,,artichokes
United States of America,51,Production Quantity,2000,tonnes,45900.00000,,artichokes
United States of America,51,Production Quantity,1999,tonnes,51030.00000,,artichokes
United States of America,51,Production Quantity,1998,tonnes,39600.00000,,artichokes
United States of America,51,Production Quantity,1997,tonnes,42180.00000,,artichokes
United States of America,51,Production Quantity,1996,tonnes,40370.00000,,artichokes
United States of America,51,Production Quantity,1995,tonnes,37149.00000,,artichokes
United States of America,51,Production Quantity,1994,tonnes,54250.00000,,artichokes
United States of America,51,Production Quantity,1993,tonnes,45900.00000,,artichokes
United States of America,51,Production Quantity,1992,tonnes,50080.00000,,artichokes
United States of America,51,Production Quantity,1991,tonnes,54718.00000,,artichokes
United States of America,51,Production Quantity,1990,tonnes,50547.00000,,artichokes
United States of America,51,Production Quantity,1989,tonnes,58792.00000,,artichokes
United States of America,51,Production Quantity,1988,tonnes,56536.00000,,artichokes
United States of America,51,Production Quantity,1987,tonnes,55183.00000,,artichokes
United States of America,51,Production Quantity,1986,tonnes,47706.00000,,artichokes
United States of America,51,Production Quantity,1985,tonnes,60688.00000,,artichokes
United States of America,51,Production Quantity,1984,tonnes,49830.00000,,artichokes
United States of America,51,Production Quantity,1983,tonnes,40477.00000,,artichokes
United States of America,51,Production Quantity,1982,tonnes,52735.00000,,artichokes
United States of America,51,Production Quantity,1981,tonnes,57674.00000,,artichokes
United States of America,51,Production Quantity,1980,tonnes,42664.00000,,artichokes
United States of America,51,Production Quantity,1979,tonnes,39598.00000,,artichokes
United States of America,51,Production Quantity,1978,tonnes,23813.00000,,artichokes
United States of America,51,Production Quantity,1977,tonnes,32341.00000,,artichokes
United States of America,51,Production Quantity,1976,tonnes,36559.00000,,artichokes
United States of America,51,Production Quantity,1975,tonnes,33294.00000,,artichokes
United States of America,51,Production Quantity,1974,tonnes,31842.00000,,artichokes
United States of America,51,Production Quantity,1973,tonnes,27215.00000,,artichokes
United States of America,51,Production Quantity,1972,tonnes,32205.00000,,artichokes
United States of America,51,Production Quantity,1971,tonnes,35924.00000,,artichokes
United States of America,51,Production Quantity,1970,tonnes,30436.00000,,artichokes
United States of America,51,Production Quantity,1969,tonnes,29801.00000,,artichokes
United States of America,51,Production Quantity,1968,tonnes,26127.00000,,artichokes
United States of America,51,Production Quantity,1967,tonnes,33112.00000,,artichokes
United States of America,51,Production Quantity,1966,tonnes,30300.00000,,artichokes
United States of America,51,Production Quantity,1965,tonnes,29211.00000,,artichokes
United States of America,51,Production Quantity,1964,tonnes,25673.00000,,artichokes
United States of America,51,Production Quantity,1963,tonnes,21772.00000,,artichokes
United States of America,51,Production Quantity,1962,tonnes,19958.00000,,artichokes
United States of America,51,Production Quantity,1961,tonnes,23133.00000,,artichokes
United States of America,31,Area Harvested,2007,Ha,15460.00000,,asparagus
United States of America,31,Area Harvested,2006,Ha,18090.00000,,asparagus
United States of America,31,Area Harvested,2005,Ha,19950.00000,,asparagus
United States of America,31,Area Harvested,2004,Ha,24890.00000,,asparagus
United States of America,31,Area Harvested,2003,Ha,23470.00000,,asparagus
United States of America,31,Area Harvested,2002,Ha,26710.00000,,asparagus
United States of America,31,Area Harvested,2001,Ha,28390.00000,,asparagus
United States of America,31,Area Harvested,2000,Ha,31320.00000,,asparagus
United States of America,31,Area Harvested,1999,Ha,30710.00000,,asparagus
United States of America,31,Area Harvested,1998,Ha,30120.00000,,asparagus
United States of America,31,Area Harvested,1997,Ha,29960.00000,,asparagus
United States of America,31,Area Harvested,1996,Ha,29768.00000,,asparagus
United States of America,31,Area Harvested,1995,Ha,29275.00000,,asparagus
United States of America,31,Area Harvested,1994,Ha,31060.00000,,asparagus
United States of America,31,Area Harvested,1993,Ha,32840.00000,,asparagus
United States of America,31,Area Harvested,1992,Ha,34850.00000,,asparagus
