country_or_area,element_code,element,year,unit,value,value_footnotes,categgory
United States of America,51,Production Quantity,1974,tonnes,1637000.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1973,tonnes,1642000.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1972,tonnes,1658000.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1971,tonnes,1641000.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1970,tonnes,1752000.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1969,tonnes,1718000.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1968,tonnes,1856100.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1967,tonnes,1957700.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1966,tonnes,2077500.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1965,tonnes,2010400.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1964,tonnes,1998500.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1963,tonnes,1977700.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1962,tonnes,1865200.00000,,bleached_sulphite_pulp
United States of America,51,Production Quantity,1961,tonnes,1820700.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,2007,tonnes,205069.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,2006,tonnes,250639.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,2005,tonnes,256000.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,2004,tonnes,241379.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,2003,tonnes,260595.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,2002,tonnes,244368.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,2001,tonnes,249932.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,2000,tonnes,281000.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1999,tonnes,248000.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1998,tonnes,234000.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1997,tonnes,220000.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1996,tonnes,241000.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1995,tonnes,220000.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1994,tonnes,234400.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1993,tonnes,260749.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1992,tonnes,220302.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1991,tonnes,255600.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1990,tonnes,263400.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1989,tonnes,332300.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1988,tonnes,293800.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1987,tonnes,319800.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1986,tonnes,318000.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1985,tonnes,284500.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1984,tonnes,358800.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1983,tonnes,230900.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1982,tonnes,254100.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1981,tonnes,319600.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1980,tonnes,288000.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1979,tonnes,436000.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1978,tonnes,378300.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1977,tonnes,411500.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1976,tonnes,327000.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1975,tonnes,271200.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1974,tonnes,409000.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1973,tonnes,322400.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1972,tonnes,293400.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1971,tonnes,279500.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1970,tonnes,353900.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1969,tonnes,426600.00000,,bleached_sulphite_pulp
United States of America,61,Import Quantity,1968,tonnes,415400.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,2007,1000 $,124336.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,2006,1000 $,131818.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,2005,1000 $,133739.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,2004,1000 $,117627.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,2003,1000 $,110193.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,2002,1000 $,91552.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,2001,1000 $,111303.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,2000,1000 $,154092.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1999,1000 $,102334.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1998,1000 $,106058.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1997,1000 $,97112.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1996,1000 $,117912.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1995,1000 $,154285.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1994,1000 $,117325.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1993,1000 $,127021.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1992,1000 $,118935.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1991,1000 $,147937.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1990,1000 $,181025.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1989,1000 $,228270.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1988,1000 $,175321.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1987,1000 $,158234.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1986,1000 $,129490.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1985,1000 $,126184.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1984,1000 $,167845.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1983,1000 $,106491.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1982,1000 $,125800.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1981,1000 $,162189.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1980,1000 $,138825.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1979,1000 $,171802.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1978,1000 $,124725.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1977,1000 $,135800.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1976,1000 $,110417.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1975,1000 $,96832.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1974,1000 $,129695.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1973,1000 $,61074.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1972,1000 $,45007.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1971,1000 $,44475.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1970,1000 $,55748.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1969,1000 $,63374.00000,,bleached_sulphite_pulp
United States of America,62,Import Value,1968,1000 $,60402.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,2007,tonnes,166044.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,2006,tonnes,102257.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,2005,tonnes,128000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,2004,tonnes,109000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,2003,tonnes,108084.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,2002,tonnes,270911.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,2001,tonnes,111939.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,2000,tonnes,137000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1999,tonnes,133000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1998,tonnes,221000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1997,tonnes,313000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1996,tonnes,447000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1995,tonnes,587000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1994,tonnes,418500.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1993,tonnes,427039.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1992,tonnes,467778.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1991,tonnes,319700.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1990,tonnes,352800.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1989,tonnes,376900.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1988,tonnes,355700.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1987,tonnes,338300.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1986,tonnes,288000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1985,tonnes,226800.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1984,tonnes,239000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1983,tonnes,255300.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1982,tonnes,189700.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1981,tonnes,246700.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1980,tonnes,292300.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1979,tonnes,198600.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1978,tonnes,172700.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1977,tonnes,175800.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1976,tonnes,166000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1975,tonnes,223000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1974,tonnes,260000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1973,tonnes,266000.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1972,tonnes,204800.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1971,tonnes,184200.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1970,tonnes,325900.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1969,tonnes,227500.00000,,bleached_sulphite_pulp
United States of America,91,Export Quantity,1968,tonnes,206400.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,2007,1000 $,111467.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,2006,1000 $,59529.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,2005,1000 $,55714.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,2004,1000 $,51386.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,2003,1000 $,50933.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,2002,1000 $,102476.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,2001,1000 $,50370.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,2000,1000 $,72542.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1999,1000 $,65117.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1998,1000 $,98595.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1997,1000 $,131478.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1996,1000 $,183891.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1995,1000 $,329612.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1994,1000 $,200561.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1993,1000 $,173142.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1992,1000 $,221970.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1991,1000 $,167820.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1990,1000 $,204939.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1989,1000 $,223419.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1988,1000 $,179384.00000,,bleached_sulphite_pulp
United States of America,92,Export Value,1987,1000 $,156922.00000,,bleached_sulphite_pulp
